1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
817,6.97170334940922E+016,2304,,1,4,-1,19423,1423,444,20,20,43211,45214,0,23370757,15630,6.97170333845422E+016,
816,6.971703267463E+016,2304,,1,4,-1,19423,1423,191,20,20,43211,45214,0,23370244,1036,6.97170326513254E+016,
815,6.97170326203662E+016,2304,,1,4,-1,19423,1423,190,20,20,43211,45214,0,23370245,57834,6.97170323378012E+016,
814,6.97170295880942E+016,2304,,1,4,-1,21102,3102,191,20,20,43211,45214,0,23370247,4658,6.97170290844631E+016,
813,6.9717029343776E+016,2304,,1,4,-1,21102,3102,343,20,20,43211,45214,0,23114247,5779,6.97170290844631E+016,
812,6.97170290406851E+016,2304,,1,4,-1,21102,3102,191,20,20,43211,45214,0,23370247,5802,6.97170282446848E+016,
811,6.97170287368077E+016,2304,,1,4,-1,21102,3102,343,20,20,43211,45214,0,23114247,6685,6.97170282446848E+016,
810,6.97170283863212E+016,2304,,1,4,-1,21102,3102,191,20,20,43211,45214,0,23370247,860,6.97170282446848E+016,
809,6.97170283412324E+016,2304,,1,4,-1,21102,3102,343,20,20,43211,45214,0,23114247,108816,6.97170282446848E+016,
808,6.97170226357207E+016,2304,,1,4,-1,21102,3102,191,20,20,43211,45214,0,23370247,3836,6.9717022581588E+016,
807,6.97170224350233E+016,2304,,1,4,-1,21102,3102,190,20,20,43211,45214,0,23370248,3589,6.97170222672773E+016,
806,6.97170222468563E+016,2304,,1,4,-1,19423,1423,190,20,20,43211,45214,0,23370245,14242,6.97170218487644E+016,
805,6.97170215001129E+016,2304,,1,4,-1,19423,1423,190,20,20,43211,45214,0,23370245,7844,6.97170214280233E+016,
804,6.97170210886517E+016,2304,,1,4,-1,19423,1423,191,20,20,43211,45214,0,23370244,19530,6.9717020071166E+016,
803,6.97170200649794E+016,2304,,1,4,-1,19423,1423,190,20,20,43211,45214,0,23370245,21475,6.97170189116375E+016,
802,6.97170189381272E+016,2304,,1,4,-1,19423,1423,191,20,20,43211,45214,0,23370244,21188,6.97170189116375E+016,
801,6.9717017828157E+016,2304,,1,4,-1,19423,1423,189,20,20,43211,45214,0,23370246,64465,6.97170177582694E+016,
800,6.97170144483869E+016,2304,,1,4,-1,19423,1423,191,20,20,43211,45214,0,23370244,20171,6.97170144054477E+016,
799,6.97170133908455E+016,2304,,1,4,-1,19423,1423,376,20,20,43211,45214,0,23769349,638,6.97170133611971E+016,
798,6.97170133573435E+016,2304,,1,4,-1,19423,1423,377,20,20,43211,45214,0,23769348,23631,6.97170131449938E+016,
797,6.97170121183461E+016,2304,,1,4,-1,21300,3300,376,20,20,43211,45214,0,23769346,1971,6.97170114685174E+016,
796,6.97170120150614E+016,2304,,1,4,-1,21300,3300,191,20,20,43211,45214,0,23370241,1288,6.97170114685174E+016,
795,6.97170119475855E+016,2304,,1,4,-1,21300,3300,376,20,20,43211,45214,0,23769346,39846,6.97170114685174E+016,
794,6.97170098584551E+016,2304,,1,4,-1,21300,3300,191,20,20,43211,45214,0,23370241,10393,6.97170097910579E+016,
793,6.97170093136151E+016,2304,,1,4,-1,21300,3300,189,20,20,43211,45214,0,23370243,2011,6.97170092650005E+016,
792,6.97170092080759E+016,2304,,1,4,-1,21300,3300,191,20,20,43211,45214,0,23370241,101715,6.9717009054761E+016,
791,6.97170038750183E+016,2304,,1,4,-1,21300,3300,189,20,20,43211,45214,0,23370243,4266,6.97170037096448E+016,
790,6.97170036516717E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,5194,6.97170034977014E+016,
789,6.9717003379304E+016,2304,,1,4,-1,21300,3300,189,20,20,43211,45214,0,23370243,38923,6.97170032888381E+016,
788,6.9717001338513E+016,2304,,1,4,-1,21300,3300,315,20,20,43211,45214,0,23327235,33586,6.97170012972646E+016,
787,6.97169995777966E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,19934,6.97169995138335E+016,
786,6.97169985324188E+016,2304,,1,4,-1,21300,3300,189,20,20,43211,45214,0,23370243,1876,6.97169984644055E+016,
785,6.9716998434272E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,1277,6.97169968926556E+016,
784,6.97169983673729E+016,2304,,1,4,-1,21300,3300,189,20,20,43211,45214,0,23370243,2697,6.97169968926556E+016,
783,6.97169982259724E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,13104,6.97169968926556E+016,
782,6.9716997538893E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,10831,6.97169968926556E+016,
781,6.97169969711415E+016,2304,,1,4,-1,21300,3300,189,20,20,43211,45214,0,23370243,3207,6.97169968926556E+016,
780,6.97169968028975E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,7924,6.9716996683006E+016,
779,6.97169963875566E+016,2304,,1,4,-1,21300,3300,189,20,20,43211,45214,0,23370243,17465,6.97169963683676E+016,
778,6.97169954718351E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,30149,6.97169954224865E+016,
777,6.97169938911068E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,9394,6.97169936401039E+016,
776,6.97169933985382E+016,2304,,1,4,-1,21300,3300,315,20,20,43211,45214,0,23327235,22648,6.97169932226396E+016,
775,6.97169922112356E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,18743,6.97169921727529E+016,
774,6.97169912286151E+016,2304,,1,4,-1,21300,3300,189,20,20,43211,45214,0,23370243,1212,6.97169910190572E+016,
773,6.97169911649665E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,2473,6.97169910190572E+016,
772,6.97169910352577E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,19647,6.97169910190572E+016,
771,6.97169900052939E+016,2304,,1,4,-1,21300,3300,189,20,20,43211,45214,0,23370243,12110,6.97169897624044E+016,
770,6.97169893701714E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,145077,6.97169893411389E+016,
769,6.97169817641681E+016,2304,,1,4,-1,21300,3300,189,20,20,43211,45214,0,23370243,46167,6.97169816879104E+016,
768,6.97169793436877E+016,2304,,1,4,-1,21300,3300,376,20,20,43211,45214,0,23769346,33171,6.9716979169493E+016,
767,6.9716977604572E+016,2304,,1,4,-1,21300,3300,485,20,20,43211,45214,0,23366914,26162,6.97169775991194E+016,
766,6.971697623272E+016,2304,,1,4,-1,21300,3300,189,20,20,43211,45214,0,23370243,93226,6.97169761316373E+016,
765,6.97169713452024E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,27899,6.97169713056317E+016,
764,6.97169698820194E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,6638,6.97169697345372E+016,
763,6.97169695344689E+016,2304,,1,4,-1,21300,3300,218,20,20,43211,45214,0,23366657,35588,6.97169695228559E+016,
762,6.97169676686852E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,33186,6.97169676357468E+016,
761,6.97169659287831E+016,2304,,1,4,-1,21300,3300,315,20,20,43211,45214,0,23327235,25339,6.97169658549371E+016,
760,6.97169646002373E+016,2304,,1,4,-1,21300,3300,315,20,20,43211,45214,0,23327235,2910,6.97169645954662E+016,
759,6.9716964447617E+016,2304,,1,4,-1,21300,3300,218,20,20,43211,45214,0,23366657,48511,6.97169643871928E+016,
758,6.97169619042959E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,4357,6.97169617647043E+016,
757,6.97169616759161E+016,2304,,1,4,-1,21300,3300,316,20,20,43211,45214,0,23327234,6568,6.97169615559066E+016,
756,6.97169613315637E+016,2304,,1,4,-1,21300,3300,218,20,20,43211,45214,0,23366657,11979,6.97169611363451E+016,
755,6.97169607035191E+016,2304,,1,4,-1,21300,3300,316,20,20,43211,45214,0,23327234,36071,6.97169606118605E+016,
754,6.97169588123075E+016,2304,,1,4,-1,21300,3300,315,20,20,43211,45214,0,23327235,70273,6.97169585132012E+016,
753,6.97169551280308E+016,2304,,1,4,-1,21300,3300,315,20,20,43211,45214,0,23327235,6481,6.97169550546043E+016,
752,6.97169547882398E+016,2304,,1,4,-1,21300,3300,190,20,20,43211,45214,0,23370242,24307,6.97169546352394E+016,
751,6.97169535138005E+016,2304,,1,4,-1,21300,3300,437,20,20,43211,45214,0,23366403,1145,6.97169532719596E+016,
750,6.97169534535598E+016,2304,,1,4,-1,21300,3300,444,20,20,43211,45214,0,23370754,11823,6.97169532719596E+016,
749,6.97169528339563E+016,2304,,1,4,-1,21300,3300,437,20,20,43211,45214,0,23366403,77341,6.97169527464264E+016,
748,6.97169487790604E+016,2304,,1,4,-1,21300,3300,315,20,20,43211,45214,0,23327235,9191,6.97169484475269E+016,
747,6.97169482971873E+016,2304,,1,4,-1,21300,3300,317,20,20,43211,45214,0,23327233,48309,6.97169482368942E+016,
746,6.9716945764352E+016,2304,,1,4,-1,21300,3300,317,20,20,43211,45214,0,23327233,16374,6.97169451979899E+016,
745,6.97169449058828E+016,2304,,1,4,-1,21300,3300,317,20,20,43211,45214,0,23327233,25129,6.97169448835482E+016,
744,6.97169435884519E+016,2304,,1,4,-1,21300,3300,437,20,20,43211,45214,0,23366403,5514,6.97169435201372E+016,
743,6.97169432993071E+016,2304,,1,4,-1,21300,3300,222,20,20,43211,45214,0,23263234,31008,6.9716943203926E+016,
742,6.97169416736473E+016,2304,,1,4,-1,21300,3300,222,20,20,43211,45214,0,23263234,10368,6.97169416326349E+016,
741,6.97169411300655E+016,2304,,1,4,-1,21300,3300,222,20,20,43211,45214,0,23263234,13599,6.97169411069051E+016,
740,6.97169404170863E+016,2304,,1,4,-1,21300,3300,437,20,20,43211,45214,0,23366403,13982,6.97169403742781E+016,
739,6.97169396839744E+016,2304,,1,4,-1,21300,3300,317,20,20,43211,45214,0,23327233,131079,6.97169396402749E+016,
738,6.97169328116597E+016,2304,,1,4,-1,21300,3300,315,20,20,43211,45214,0,23327235,68090,6.97169322003006E+016,
737,6.97169292416254E+016,2304,,1,4,-1,21300,3300,315,20,20,43211,45214,0,23327235,56501,6.97169291556946E+016,
736,6.97169262795031E+016,2304,,1,4,-1,21300,3300,444,20,20,43211,45214,0,23370754,44439,6.97169262186332E+016,
735,6.97169239496196E+016,2304,,1,4,-1,21300,3300,437,20,20,43211,45214,0,23366403,20117,6.97169238091366E+016,
734,6.97169228949619E+016,2304,,1,4,-1,21300,3300,437,20,20,43211,45214,0,23366403,24387,6.9716922757546E+016,
733,6.97169216159613E+016,2304,,1,4,-1,21300,3300,444,20,20,43211,45214,0,23370754,5173,6.97169214991237E+016,
732,6.97169213451141E+016,2304,,1,4,-1,21300,3300,315,20,20,43211,45214,0,23327235,4608,6.9716921291178E+016,
731,6.97169211035746E+016,2304,,1,4,-1,21300,3300,437,20,20,43211,45214,0,23366403,1237,6.97169206626877E+016,
730,6.97169210381435E+016,2304,,1,4,-1,21300,3300,444,20,20,43211,45214,0,23370754,67791,6.97169206626877E+016,
729,6.97169174845194E+016,2304,,1,4,-1,21300,3300,437,20,20,43211,45214,0,23366403,141775,6.97169174098739E+016,
728,6.97169100513739E+016,2304,,1,4,-1,21300,3300,444,20,20,43211,45214,0,23370754,645,6.97169099641324E+016,
727,6.97169100175573E+016,2304,,1,4,-1,21300,3300,222,20,20,43211,45214,0,23263234,7813,6.97169099641324E+016,
726,6.97169096072495E+016,2304,,1,4,-1,21300,3300,446,20,20,43211,45214,0,23370753,32556,6.9716909544833E+016,
725,6.97169079011115E+016,2304,,1,4,-1,21300,3300,222,20,20,43211,45214,0,23263234,46082,6.97169077640888E+016,
724,6.97169054845108E+016,2304,,1,4,-1,21300,3300,222,20,20,43211,45214,0,23263234,18189,6.97169053502669E+016,
723,6.97169045314077E+016,2304,,1,4,-1,21300,3300,222,20,20,43211,45214,0,23263234,3041,6.97169044074005E+016,
722,6.97169043718144E+016,2304,,1,4,-1,21300,3300,446,20,20,43211,45214,0,23370753,27518,6.97169043039846E+016,
721,6.9716902929236E+016,2304,,1,4,-1,21300,3300,444,20,20,43211,45214,0,23370754,93493,6.97169027287614E+016,
720,6.9716898026147E+016,2304,,1,4,-1,21300,3300,446,20,20,43211,45214,0,23370753,58869,6.97168980109558E+016,
719,6.97168949410791E+016,2304,,1,4,-1,21300,3300,444,20,20,43211,45214,0,23370754,45257,6.97168948644413E+016,
718,6.9716892568309E+016,2304,,1,4,-1,21300,3300,444,20,20,43211,45214,0,23370754,29708,6.97168925598024E+016,
717,6.97168910107542E+016,2304,,1,4,-1,21300,3300,444,20,20,43211,45214,0,23370754,6220,6.97168908800492E+016,
716,6.9716890684647E+016,2304,,1,4,-1,21300,3300,315,20,20,43211,45214,0,23327235,2594,6.97168906709238E+016,
715,6.97168905485943E+016,2304,,1,4,-1,21300,3300,190,20,20,43211,45214,0,23370242,6355,6.9716890461012E+016,
714,6.97168902154617E+016,2304,,1,4,-1,21300,3300,315,20,20,43211,45214,0,23327235,22156,6.97168900410573E+016,
713,6.97168890535871E+016,2304,,1,4,-1,21300,3300,315,20,20,43211,45214,0,23327235,3653,6.97168889933332E+016,
712,6.97168888618549E+016,2304,,1,4,-1,21300,3300,218,20,20,43211,45214,0,23366657,38554,6.97168887827005E+016,
711,6.97168868402004E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,4350,6.97168867926344E+016,
710,6.97168866129216E+016,2304,,1,4,-1,21300,3300,218,20,20,43211,45214,0,23366657,8945,6.97168865806254E+016,
709,6.97168861439984E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,46922,6.97168860565996E+016,
708,6.97168836839342E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,13899,6.97168833303675E+016,
707,6.97168829552263E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,12593,6.97168822821847E+016,
706,6.97168822948332E+016,2304,,1,4,-1,21300,3300,218,20,20,43211,45214,0,23366657,23190,6.97168822821847E+016,
705,6.97168810791666E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,11825,6.97168810246799E+016,
704,6.97168804587766E+016,2304,,1,4,-1,21300,3300,376,20,20,43211,45214,0,23769346,27631,6.97168803943547E+016,
703,6.97168790105358E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,30335,6.97168788213596E+016,
702,6.97168774200033E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,4506,6.97168773549916E+016,
701,6.97168771838116E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,39398,6.9716877145342E+016,
700,6.97168751179072E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,10490,6.97168750481244E+016,
699,6.9716874568296E+016,2304,,1,4,-1,21300,3300,189,20,20,43211,45214,0,23370243,19085,6.97168744172749E+016,
698,6.97168735676924E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,33891,6.97168732641034E+016,
697,6.97168717906706E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,99045,6.97168715877581E+016,
696,6.9716866597965E+016,2304,,1,4,-1,21300,3300,133,20,20,43211,45214,0,23475969,12535,6.9716866342912E+016,
695,6.971686594077E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,44771,6.97168659252511E+016,
694,6.97168635935326E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,29037,6.97168634086687E+016,
693,6.97168620707906E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,33280,6.97168620454543E+016,
692,6.97168603262747E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,27058,6.97168602611057E+016,
691,6.97168589076562E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,30027,6.97168587931648E+016,
690,6.97168573332193E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,1134,6.97168572217426E+016,
689,6.97168572724019E+016,2304,,1,4,-1,21300,3300,218,20,20,43211,45214,0,23366657,42765,6.97168572217426E+016,
688,6.97168550318047E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,52162,6.97168550181601E+016,
687,6.97168522970137E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,42247,6.97168522928456E+016,
686,6.97168500820541E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,51351,6.97168486219121E+016,
685,6.97168473897304E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,586,6.97168401304781E+016,
684,6.97168473589023E+016,2304,,1,4,-1,21300,3300,216,20,20,43211,45214,0,23366658,30684,6.97168401304781E+016,
683,6.97168457503867E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,34267,6.97168401304781E+016,
682,6.9716843953809E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,50235,6.97168401304781E+016,
681,6.97168413200482E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,24158,6.97168401304781E+016,
680,6.97168400534209E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,52356,6.97168316412068E+016,
679,6.9716837308511E+016,2304,,1,4,-1,21300,3300,216,20,20,43211,45214,0,23366658,234928,6.97168316412068E+016,
678,6.97168249915179E+016,2304,,1,4,-1,21300,3300,216,20,20,43211,45214,0,23366658,5664,6.97168249266504E+016,
677,6.97168246945088E+016,2304,,1,4,-1,21300,3300,316,20,20,43211,45214,0,23327234,1340,6.97168246124708E+016,
676,6.97168246243066E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,9769,6.97168246124708E+016,
675,6.97168241121296E+016,2304,,1,4,-1,21300,3300,316,20,20,43211,45214,0,23327234,4132,6.97168239811625E+016,
674,6.97168238954938E+016,2304,,1,4,-1,21300,3300,218,20,20,43211,45214,0,23366657,20110,6.97168237716439E+016,
673,6.97168228410458E+016,2304,,1,4,-1,21300,3300,218,20,20,43211,45214,0,23366657,10886,6.97168228294984E+016,
672,6.97168222704108E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,19636,6.97168220954952E+016,
671,6.97168212408664E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,2554,6.97168210446909E+016,
670,6.97168211070157E+016,2304,,1,4,-1,21300,3300,218,20,20,43211,45214,0,23366657,27047,6.97168210446909E+016,
669,6.97168196889739E+016,2304,,1,4,-1,21300,3300,218,20,20,43211,45214,0,23366657,4691,6.97168195767501E+016,
668,6.9716819442978E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,11911,6.97168193683456E+016,
667,6.9716818818184E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,24103,6.9716818634539E+016,
