1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
666,6.97168175542829E+016,2304,,1,4,-1,21300,3300,97,20,20,43211,45214,0,23769090,9912,6.9716817481171E+016,
665,6.97168170351854E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,79302,6.97168163274752E+016,
664,6.97168128773194E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,40255,6.97168125533225E+016,
663,6.97168107669029E+016,2304,,1,4,-1,21300,3300,485,20,20,43211,45214,0,23366914,1579,6.97168103493468E+016,
662,6.97168106841178E+016,2304,,1,4,-1,19423,1423,485,20,20,43211,45214,0,23366917,13962,6.97168103493468E+016,
661,6.97168099521069E+016,2304,,1,4,-1,19423,1423,485,20,20,43211,45214,0,23366917,32875,6.97168099299164E+016,
660,6.97168082285625E+016,2304,,1,4,-1,19423,1423,376,20,20,43211,45214,0,23769349,36569,6.97168081488445E+016,
659,6.97168063111889E+016,2304,,1,4,-1,19423,1423,189,20,20,43211,45214,0,23370246,67655,6.97168061560914E+016,
658,6.97168027640136E+016,2304,,1,4,-1,19423,1423,96,20,20,43211,45214,0,23769092,63851,6.9716704549929E+016,
657,6.97167994162774E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,10403,6.9716704549929E+016,
656,6.97167988711227E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,195959,6.9716704549929E+016,
655,6.97167885971751E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,1667,6.9716704549929E+016,
654,6.97167885098287E+016,2304,,1,4,-1,19423,1423,96,20,20,43211,45214,0,23769092,98816,6.9716704549929E+016,
653,6.97167833290768E+016,2304,,1,4,-1,19423,1423,96,20,20,43211,45214,0,23769092,152761,6.9716704549929E+016,
652,6.97167753199485E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,48474,6.9716704549929E+016,
651,6.97167727785673E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,40769,6.9716704549929E+016,
650,6.97167706410975E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,38578,6.9716704549929E+016,
649,6.97167686184993E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,62370,6.9716704549929E+016,
648,6.97167653484626E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,5849,6.9716704549929E+016,
647,6.97167650418065E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,19556,6.9716704549929E+016,
646,6.97167640165614E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,80522,6.9716704549929E+016,
645,6.97167597948895E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,45036,6.9716704549929E+016,
644,6.97167574336537E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,17855,6.9716704549929E+016,
643,6.97167564975374E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,66703,6.9716704549929E+016,
642,6.97167530003792E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,59370,6.9716704549929E+016,
641,6.97167498876813E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,65049,6.9716704549929E+016,
640,6.97167464771355E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,46524,6.9716704549929E+016,
639,6.97167440380428E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,182064,6.9716704549929E+016,
638,6.97167344926982E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,173772,6.9716704549929E+016,
637,6.97167253819884E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,22556,6.9716704549929E+016,
636,6.97167241991946E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,49041,6.9716704549929E+016,
635,6.9716721628296E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,44996,6.9716704549929E+016,
634,6.97167192691573E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,43999,6.9716704549929E+016,
633,6.97167169623425E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,155137,6.9716704549929E+016,
632,6.97167088287482E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,8455,6.9716704549929E+016,
631,6.97167083854627E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,40625,6.9716704549929E+016,
630,6.97167062551757E+016,2304,,1,4,-1,21300,3300,96,20,20,43211,45214,0,23769089,3597,6.9716704549929E+016,
629,6.97167060669563E+016,2304,,1,4,-1,18550,550,96,10,10,43211,45214,0,23769109,25987,6.9716704549929E+016,
628,6.97167047044891E+016,2304,,1,4,-1,18550,550,96,10,10,43211,45214,0,23769109,14613,6.9716704549929E+016,
627,6.97167039382946E+016,2304,,1,4,-1,18550,550,98,10,10,43211,45214,0,23769111,36677,6.97167039206523E+016,
626,6.97167020153635E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,9989,6.97167018225828E+016,
625,6.97167014914425E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,45197,6.9716701403349E+016,
624,6.97166991220802E+016,2304,,1,4,-1,21300,3300,485,20,20,43211,45214,0,23366914,66761,6.97166990976614E+016,
623,6.97166956211995E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,82574,6.97166954256138E+016,
622,6.97166912926253E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,78441,6.97166911267799E+016,
621,6.97166871799005E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,106418,6.97166834735514E+016,
620,6.97166816006898E+016,2304,,1,4,-1,21300,3300,133,20,20,43211,45214,0,23475969,77357,6.97166815870321E+016,
619,6.97166775449551E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,52161,6.97166774967337E+016,
618,6.97166748098494E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,2875,6.97166746645955E+016,
617,6.97166746594312E+016,2304,,1,4,-1,19423,1423,216,20,20,43211,45214,0,23366661,969,6.9716674454356E+016,
616,6.97166746082083E+016,2304,,1,4,-1,21102,3102,216,20,20,43211,45214,0,23366664,291,6.9716674454356E+016,
615,6.97166745934234E+016,2304,,1,4,-1,21102,3102,216,20,20,43211,45214,0,23366664,39315,6.9716674454356E+016,
614,6.97166725321327E+016,2304,,1,4,-1,21300,3300,316,20,20,43211,45214,0,23327234,140397,6.97166724642243E+016,
613,6.97166651712864E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,491613,6.9716665017172E+016,
612,6.97166393963446E+016,2304,,1,4,-1,21300,3300,316,20,20,43211,45214,0,23327234,2614,6.97166393299436E+016,
611,6.97166392596103E+016,2304,,1,4,-1,21300,3300,216,20,20,43211,45214,0,23366658,69429,6.97166392248238E+016,
610,6.97166356195312E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,32711,6.97166355527107E+016,
609,6.97166339044803E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,44588,6.97166338747269E+016,
608,6.97166315664704E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,13724,6.971663135821E+016,
607,6.97166308472521E+016,2304,,1,4,-1,21300,3300,133,20,20,43211,45214,0,23475969,19259,6.97166307304407E+016,
606,6.97166298375782E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,5780,6.97166297848873E+016,
605,6.97166295345398E+016,2304,,1,4,-1,21300,3300,133,20,20,43211,45214,0,23475969,6704,6.97166294718218E+016,
604,6.97166291830047E+016,2304,,1,4,-1,21300,3300,485,20,20,43211,45214,0,23366914,3969,6.97166291574456E+016,
603,6.97166289743381E+016,2304,,1,4,-1,21300,3300,133,20,20,43211,45214,0,23475969,13066,6.97166289476649E+016,
602,6.97166282898801E+016,2304,,1,4,-1,21300,3300,485,20,20,43211,45214,0,23366914,213469,6.97166281088041E+016,
601,6.97166170914554E+016,2304,,1,4,-1,21300,3300,133,20,20,43211,45214,0,23475969,2434,6.97166169928499E+016,
600,6.97166169703449E+016,2304,,1,4,-1,18550,550,485,10,10,43211,45214,0,23366934,33172,6.97166168889754E+016,
599,6.97166152311767E+016,2304,,1,4,-1,18550,550,133,10,10,43211,45214,0,23475989,8806,6.97166152113848E+016,
598,6.97166147694887E+016,2304,,1,4,-1,18550,550,98,10,10,43211,45214,0,23769111,29567,6.97166146870968E+016,
597,6.97166132193264E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,12548,6.97166131129221E+016,
596,6.97166125612925E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,724,6.97166124843008E+016,
595,6.97166125235438E+016,2304,,1,4,-1,21300,3300,98,20,20,43211,45214,0,23769091,2183,6.97166124843008E+016,
594,6.97166124090393E+016,2304,,1,4,-1,21300,3300,217,20,20,43211,45214,0,23366659,18231,6.97166123783946E+016,
593,6.97166114530525E+016,2304,,1,4,-1,21300,3300,125,20,20,43211,45214,0,23297281,30826,6.97166114344796E+016,
592,6.97166098370396E+016,2304,,1,4,-1,21300,3300,316,20,20,43211,45214,0,23327234,10266,6.97166097569546E+016,
591,6.97166092988056E+016,2304,,1,4,-1,21300,3300,216,20,20,43211,45214,0,23366658,24553,6.97166092326011E+016,
590,6.97166080112067E+016,2304,,1,4,-1,21300,3300,316,20,20,43211,45214,0,23327234,8718,6.97166079743754E+016,
589,6.97166075544994E+016,2304,,1,4,-1,21300,3300,218,20,20,43211,45214,0,23366657,788,6.97166074503496E+016,
588,6.97166075131331E+016,2304,,1,4,-1,21300,3300,316,20,20,43211,45214,0,23327234,25154,6.97166074503496E+016,
587,6.9716606194339E+016,2304,,1,4,-1,21300,3300,315,20,20,43211,45214,0,23327235,16365,6.97166057738732E+016,
586,6.97166053363417E+016,2304,,1,4,-1,21300,3300,315,20,20,43211,45214,0,23327235,1605,6.971660524834E+016,
585,6.97166052518789E+016,2304,,1,4,-1,21300,3300,317,20,20,43211,45214,0,23327233,26230,6.971660524834E+016,
584,6.97166038769861E+016,2304,,1,4,-1,21300,3300,317,20,20,43211,45214,0,23327233,8847,6.97166037805302E+016,
583,6.97166034130436E+016,2304,,1,4,-1,21300,3300,437,20,20,43211,45214,0,23366403,35543,6.97166028384502E+016,
582,6.97166015496716E+016,2304,,1,4,-1,21300,3300,437,20,20,43211,45214,0,23366403,10314,6.97166014749737E+016,
581,6.97166010089734E+016,2304,,1,4,-1,21300,3300,437,20,20,43211,45214,0,23366403,21469,6.97166009506857E+016,
580,6.97165998832747E+016,2304,,1,4,-1,21300,3300,222,20,20,43211,45214,0,23263234,3954,6.97165997973176E+016,
579,6.97165996760236E+016,2304,,1,4,-1,21300,3300,437,20,20,43211,45214,0,23366403,27202,6.97165995858985E+016,
578,6.97165982498554E+016,2304,,1,4,-1,21300,3300,446,20,20,43211,45214,0,23370753,67381,6.97165982247158E+016,
577,6.97165947171504E+016,2304,,1,4,-1,21300,3300,222,20,20,43211,45214,0,23263234,33880,6.97165937138729E+016,
576,6.97165929409151E+016,2304,,1,4,-1,21300,3300,222,20,20,43211,45214,0,23263234,50451,6.97165928762573E+016,
575,6.97165902958297E+016,2304,,1,4,-1,21300,3300,446,20,20,43211,45214,0,23370753,24018,6.97165902537032E+016,
574,6.97165890362278E+016,2304,,1,4,-1,21300,3300,445,20,20,43211,45214,0,23370755,23464,6.9716588997247E+016,
573,6.97165878058287E+016,2304,,1,4,-1,21300,3300,343,20,20,43211,45214,0,23114241,31616,6.97165877368586E+016,
572,6.97165861488165E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,54748,6.97165859540173E+016,
571,6.97165832783921E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,40610,6.97165380365189E+016,
570,6.9716581149311E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,38090,6.97165380365189E+016,
569,6.97165791522456E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,37142,6.97165380365189E+016,
568,6.97165772049875E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,49687,6.97165380365189E+016,
567,6.97165745999053E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,38934,6.97165380365189E+016,
566,6.97165725586948E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,46734,6.97165380365189E+016,
565,6.97165701084348E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,77224,6.97165380365189E+016,
564,6.97165660597256E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,52353,6.97165380365189E+016,
563,6.97165633148682E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,44161,6.97165380365189E+016,
562,6.971656099956E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,41295,6.97165380365189E+016,
561,6.97165588345127E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,39058,6.97165380365189E+016,
560,6.97165567867486E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,38059,6.97165380365189E+016,
559,6.97165547914134E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,44241,6.97165380365189E+016,
558,6.97165524719108E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,45481,6.97165380365189E+016,
557,6.97165500873441E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,35404,6.97165380365189E+016,
556,6.97165482312073E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,48330,6.97165380365189E+016,
555,6.9716545697271E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,29094,6.97165380365189E+016,
554,6.97165441719075E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,44172,6.97165380365189E+016,
553,6.97165418560225E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,12177,6.97165380365189E+016,
552,6.9716541217597E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,41353,6.97165380365189E+016,
551,6.97165390495613E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,28183,6.97165380365189E+016,
550,6.9716537571908E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,1150,6.97165375147213E+016,
549,6.97165375116149E+016,2304,,1,4,-1,21300,3300,376,20,20,43211,45214,0,23769346,8232,6.97165374056694E+016,
548,6.97165370800734E+016,2304,,1,4,-1,21300,3300,342,20,20,43211,45214,0,23114242,23159,6.9716536988074E+016,
547,6.97165358658748E+016,2304,,1,4,-1,21300,3300,376,20,20,43211,45214,0,23769346,1446,6.97165358344438E+016,
546,6.97165357900104E+016,2304,,1,4,-1,21300,3300,191,20,20,43211,45214,0,23370241,15625,6.9716535729324E+016,
545,6.97165349708104E+016,2304,,1,4,-1,21300,3300,485,20,20,43211,45214,0,23366914,25022,6.97165348889559E+016,
544,6.97165336585699E+016,2304,,1,4,-1,21300,3300,484,20,20,43211,45214,0,23366913,46920,6.97165336322376E+016,
543,6.97165311990301E+016,2304,,1,4,-1,21300,3300,483,20,20,43211,45214,0,23366915,2530,6.97165311146066E+016,
542,6.97165310663328E+016,2304,,1,4,-1,21300,3300,440,20,20,43211,45214,0,23367682,59989,6.97165309044326E+016,
541,6.97165279211815E+016,2304,,1,4,-1,21300,3300,419,20,20,43211,45214,0,23183105,34802,6.97165278633656E+016,
540,6.97165260959777E+016,2304,,1,4,-1,21300,3300,417,20,20,43211,45214,0,23183106,13612,6.9716526080852E+016,
539,6.97165253828936E+016,2304,,1,4,-1,21300,3300,301,20,20,43211,45214,0,23478017,39957,6.97165253467832E+016,
538,6.97165232880484E+016,2304,,1,4,-1,21300,3300,301,20,20,43211,45214,0,23478017,44708,6.97165232495657E+016,
537,6.97165209440092E+016,2304,,1,4,-1,21300,3300,302,20,20,43211,45214,0,23478019,23413,6.97165207346217E+016,
536,6.97165197165462E+016,2304,,1,4,-1,21300,3300,456,20,20,43211,45214,0,23261442,97999,6.97165196845384E+016,
535,6.97165145784713E+016,2304,,1,4,-1,21300,3300,411,20,20,43211,45214,0,23475201,8383,6.97165145482199E+016,
534,6.97165141390131E+016,2304,,1,4,-1,21300,3300,300,20,20,43211,45214,0,23478018,41488,6.97165141285274E+016,
533,6.97165119638471E+016,2304,,1,4,-1,21300,3300,301,20,20,43211,45214,0,23478017,41072,6.97165119251415E+016,
532,6.97165098101244E+016,2304,,1,4,-1,21300,3300,417,20,20,43211,45214,0,23183106,12882,6.97165097248358E+016,
531,6.9716509135156E+016,2304,,1,4,-1,21300,3300,483,20,20,43211,45214,0,23366915,4995,6.97165090956247E+016,
530,6.97165088732742E+016,2304,,1,4,-1,21300,3300,59,20,20,43211,45214,0,23189761,13277,6.97165087810519E+016,
529,6.971650817681E+016,2304,,1,4,-1,21300,3300,483,20,20,43211,45214,0,23366915,3524,6.97165081505956E+016,
528,6.97165079923655E+016,2304,,1,4,-1,21300,3300,419,20,20,43211,45214,0,23183105,3631,6.971650794206E+016,
527,6.97165078020489E+016,2304,,1,4,-1,21300,3300,483,20,20,43211,45214,0,23366915,19099,6.97165076259799E+016,
526,6.97165068002394E+016,2304,,1,4,-1,21300,3300,419,20,20,43211,45214,0,23183105,11691,6.9716506786988E+016,
525,6.97165061877662E+016,2304,,1,4,-1,21300,3300,301,20,20,43211,45214,0,23478017,4979,6.97165061578424E+016,
524,6.97165059266707E+016,2304,,1,4,-1,21300,3300,419,20,20,43211,45214,0,23183105,38230,6.97165058432696E+016,
523,6.97165039222653E+016,2304,,1,4,-1,21300,3300,417,20,20,43211,45214,0,23183106,50913,6.97165038528102E+016,
522,6.97165012530102E+016,2304,,1,4,-1,21300,3300,301,20,20,43211,45214,0,23478017,104175,6.97164974542029E+016,
521,6.971649579124E+016,2304,,1,4,-1,21300,3300,300,20,20,43211,45214,0,23478018,2939,6.97164957770056E+016,
520,6.97164956372042E+016,2304,,1,4,-1,21300,3300,302,20,20,43211,45214,0,23478019,21566,6.97164955678147E+016,
519,6.97164945064722E+016,2304,,1,4,-1,21300,3300,411,20,20,43211,45214,0,23475201,8864,6.97164942055178E+016,
518,6.97164940417434E+016,2304,,1,4,-1,21300,3300,456,20,20,43211,45214,0,23261442,46807,6.97164935768965E+016,
517,6.97164915877085E+016,2304,,1,4,-1,21300,3300,411,20,20,43211,45214,0,23475201,17139,6.97164914780406E+016,
516,6.97164906891313E+016,2304,,1,4,-1,21300,3300,411,20,20,43211,45214,0,23475201,24350,6.97164905344533E+016,
515,6.97164894125425E+016,2304,,1,4,-1,21300,3300,456,20,20,43211,45214,0,23261442,37858,6.97164893821993E+016,
514,6.97164874276405E+016,2304,,1,4,-1,21300,3300,289,20,20,43211,45214,0,23248385,27328,6.97164873886597E+016,
513,6.97164859948663E+016,2304,,1,4,-1,21300,3300,300,20,20,43211,45214,0,23478018,12587,6.97164859222262E+016,
512,6.97164853346828E+016,2304,,1,4,-1,21300,3300,50,20,20,43211,45214,0,23675915,42426,6.97164852951777E+016,
511,6.97164831105483E+016,2304,,1,4,-1,21300,3300,57,20,20,43211,45214,0,23189771,28969,6.97164830910054E+016,
510,6.97164815916859E+016,2304,,1,4,-1,21300,3300,59,20,20,43211,45214,0,23189761,1517,6.97164815183381E+016,
509,6.9716481512099E+016,2304,,1,4,-1,21300,3300,417,20,20,43211,45214,0,23183106,24586,6.97164814132183E+016,
508,6.97164802228748E+016,2304,,1,4,-1,21300,3300,59,20,20,43211,45214,0,23189761,6188,6.97164801553203E+016,
507,6.97164798988124E+016,2304,,1,4,-1,21300,3300,375,20,20,43211,45214,0,23769347,7591,6.97164797358899E+016,
506,6.97164795005108E+016,2304,,1,4,-1,21300,3300,483,20,20,43211,45214,0,23366915,19684,6.97164793148867E+016,
505,6.97164784688169E+016,2304,,1,4,-1,21300,3300,440,20,20,43211,45214,0,23367682,5161,6.97164783709061E+016,
504,6.97164781982319E+016,2304,,1,4,-1,21300,3300,132,20,20,43211,45214,0,23475971,2003,6.97164781619773E+016,
503,6.97164780931645E+016,2304,,1,4,-1,21300,3300,59,20,20,43211,45214,0,23189761,106715,6.97164780579717E+016,
502,6.97164724982776E+016,2304,,1,4,-1,21300,3300,132,20,20,43211,45214,0,23475971,1434,6.97164723945472E+016,
501,6.97164724229374E+016,2304,,1,4,-1,21300,3300,59,20,20,43211,45214,0,23189761,3440,6.97164723945472E+016,
500,6.97164722427396E+016,2304,,1,4,-1,21300,3300,132,20,20,43211,45214,0,23475971,12759,6.9716472186667E+016,
499,6.97164715738006E+016,2304,,1,4,-1,21300,3300,440,20,20,43211,45214,0,23367682,62179,6.97164715553587E+016,
498,6.97164683138826E+016,2304,,1,4,-1,21300,3300,59,20,20,43211,45214,0,23189761,15536,6.97164682020782E+016,
497,6.97164674993488E+016,2304,,1,4,-1,21300,3300,417,20,20,43211,45214,0,23183106,3818,6.97164673628897E+016,
496,6.97164672990708E+016,2304,,1,4,-1,21300,3300,59,20,20,43211,45214,0,23189761,10757,6.97164672582943E+016,
495,6.97164667348845E+016,2304,,1,4,-1,21300,3300,417,20,20,43211,45214,0,23183106,91105,6.97164666286899E+016,
494,6.97164619586208E+016,2304,,1,4,-1,21300,3300,59,20,20,43211,45214,0,23189761,22205,6.97164619085906E+016,
493,6.97164607944393E+016,2304,,1,4,-1,21300,3300,483,20,20,43211,45214,0,23366915,5419,6.97164604404531E+016,
492,6.971646051038E+016,2304,,1,4,-1,21300,3300,440,20,20,43211,45214,0,23367682,6735,6.97164604404531E+016,
491,6.97164601571672E+016,2304,,1,4,-1,21300,3300,483,20,20,43211,45214,0,23366915,522,6.97164600212849E+016,
490,6.97164601293799E+016,2304,,1,4,-1,21300,3300,375,20,20,43211,45214,0,23769347,1488,6.97164600212849E+016,
489,6.97164600518902E+016,2304,,1,4,-1,21300,3300,419,20,20,43211,45214,0,23183105,43345,6.97164600212849E+016,
488,6.97164577792066E+016,2304,,1,4,-1,21300,3300,483,20,20,43211,45214,0,23366915,1349,6.97164577165804E+016,
487,6.97164577086374E+016,2304,,1,4,-1,21300,3300,375,20,20,43211,45214,0,23769347,10652,6.97164576111329E+016,
486,6.97164571499561E+016,2304,,1,4,-1,21300,3300,483,20,20,43211,45214,0,23366915,12434,6.97164569801523E+016,
485,6.97164564981613E+016,2304,,1,4,-1,21300,3300,133,20,20,43211,45214,0,23475969,2620,6.97164564559954E+016,
484,6.97164563607978E+016,2304,,1,4,-1,21300,3300,483,20,20,43211,45214,0,23366915,44983,6.97164563512033E+016,
483,6.97164540022358E+016,2304,,1,4,-1,21300,3300,133,20,20,43211,45214,0,23475969,265899,6.97164539395441E+016,
482,6.97164400615752E+016,2304,,1,4,-1,21300,3300,483,20,20,43211,45214,0,23366915,33942,6.97164398887567E+016,
481,6.97164382816698E+016,2304,,1,4,-1,21300,3300,485,20,20,43211,45214,0,23366914,2941,6.97164382124114E+016,
480,6.97164381278962E+016,2304,,1,4,-1,21300,3300,133,20,20,43211,45214,0,23475969,30003,6.97164380026307E+016,
479,6.97164365549797E+016,2304,,1,4,-1,21300,3300,483,20,20,43211,45214,0,23366915,37729,6.97164362181509E+016,
478,6.97164345761071E+016,2304,,1,4,-1,21300,3300,133,20,20,43211,45214,0,23475969,44947,6.97164345404948E+016,
477,6.97164322203763E+016,2304,,1,4,-1,21300,3300,483,20,20,43211,45214,0,23366915,4195,6.97164320255509E+016,
476,6.97164320001753E+016,2304,,1,4,-1,21300,3300,440,20,20,43211,45214,0,23367682,3620,6.97164319206277E+016,
475,6.97164318105928E+016,2304,,1,4,-1,21300,3300,483,20,20,43211,45214,0,23366915,18198,6.97164317092741E+016,
474,6.97164308564935E+016,2304,,1,4,-1,21300,3300,59,20,20,43211,45214,0,23189761,36113,6.97164307654902E+016,
473,6.97164289630274E+016,2304,,1,4,-1,21300,3300,417,20,20,43211,45214,0,23183106,11115,6.97164287747686E+016,
472,6.9716428379757E+016,2304,,1,4,-1,21300,3300,57,20,20,43211,45214,0,23189771,28338,6.97164283560591E+016,
471,6.97164268943442E+016,2304,,1,4,-1,21300,3300,301,20,20,43211,45214,0,23478017,13664,6.97164268873974E+016,
470,6.97164261779571E+016,2304,,1,4,-1,21300,3300,300,20,20,43211,45214,0,23478018,10292,6.97164261514936E+016,
469,6.97164256386744E+016,2304,,1,4,-1,21300,3300,50,20,20,43211,45214,0,23675915,49020,6.97164256272712E+016,
468,6.97164230686147E+016,2304,,1,4,-1,21300,3300,300,20,20,43211,45214,0,23478018,14019,6.97164230085182E+016,
467,6.97164223336677E+016,2304,,1,4,-1,21300,3300,456,20,20,43211,45214,0,23261442,3303,6.97164221677568E+016,
466,6.97164221604954E+016,2304,,1,4,-1,21300,3300,300,20,20,43211,45214,0,23478018,5607,6.97164220636856E+016,
465,6.97164218664747E+016,2304,,1,4,-1,21300,3300,411,20,20,43211,45214,0,23475201,13675,6.97164218522665E+016,
464,6.97164211494584E+016,2304,,1,4,-1,21300,3300,412,20,20,43211,45214,0,23475202,20046,6.97164210130125E+016,
463,6.97164200979988E+016,2304,,1,4,-1,21300,3300,290,20,20,43211,45214,0,23248387,10060,6.97164200698184E+016,
462,6.97164195704078E+016,2304,,1,4,-1,21300,3300,412,20,20,43211,45214,0,23475202,4384,6.97164195470377E+016,
461,6.9716419341294E+016,2304,,1,4,-1,21300,3300,289,20,20,43211,45214,0,23248385,10756,6.97164192304988E+016,
460,6.97164187772649E+016,2304,,1,4,-1,21300,3300,300,20,20,43211,45214,0,23478018,5253,6.97164186037125E+016,
459,6.97164185017516E+016,2304,,1,4,-1,21300,3300,289,20,20,43211,45214,0,23248385,165340,6.97164175545467E+016,
458,6.97164098328592E+016,2304,,1,4,-1,21300,3300,300,20,20,43211,45214,0,23478018,1096,6.97164097973125E+016,
457,6.97164097759216E+016,2304,,1,4,-1,21300,3300,456,20,20,43211,45214,0,23261442,31940,6.97164096897024E+016,
456,6.97164081012933E+016,2304,,1,4,-1,21300,3300,289,20,20,43211,45214,0,23248385,114088,6.9716408012374E+016,
455,6.97164021198488E+016,2304,,1,4,-1,21300,3300,290,20,20,43211,45214,0,23248387,14686,6.97164020349665E+016,
454,6.97164013497221E+016,2304,,1,4,-1,21300,3300,289,20,20,43211,45214,0,23248385,5732,6.97164013037158E+016,
453,6.97164010493051E+016,2304,,1,4,-1,21300,3300,456,20,20,43211,45214,0,23261442,1401,6.97164008803533E+016,
452,6.97164009758523E+016,2304,,1,4,-1,21300,3300,300,20,20,43211,45214,0,23478018,46030,6.97164008803533E+016,
451,6.97163985626071E+016,2304,,1,4,-1,21300,3300,290,20,20,43211,45214,0,23248387,36584,6.97163984700703E+016,
450,6.9716396644447E+016,2304,,1,4,-1,21300,3300,288,20,20,43211,45214,0,23248386,41125,6.9716396580864E+016,
449,6.97163944884175E+016,2304,,1,4,-1,21300,3300,289,20,20,43211,45214,0,23248385,20426,6.97163943795098E+016,
448,6.97163934174544E+016,2304,,1,4,-1,21300,3300,61,20,20,43211,45214,0,23189763,17372,6.97163933332275E+016,
447,6.97163925066088E+016,2304,,1,4,-1,21300,3300,50,20,20,43211,45214,0,23675915,51204,6.97163907107389E+016,
446,6.97163898221494E+016,2304,,1,4,-1,21300,3300,50,20,20,43211,45214,0,23675915,39829,6.9716389451137E+016,
