Timestamp,NodeId,Latitude,Longitude,Tech,ARFCN,Code,PLMNId,LAC,CellId,Sig Tech,Sig Pow,Sig Qual,Color Value,Color Name
2022-05-27 19:04:08,2386,35.19794,51.05114,4G,1423,381,43211,42221,23450885,4G,-99.8,-9.5,1423,1423
2022-05-27 19:04:11,2386,35.19821,51.052,4G,1423,381,43211,42221,23450885,4G,-93.3,-9,1423,1423
2022-05-27 19:04:14,2386,35.19848,51.05289,4G,1423,381,43211,42221,23450885,4G,-90.3,-7.3,1423,1423
2022-05-27 19:04:17,2386,35.19875,51.05382,4G,1423,381,43211,42221,23450885,4G,-94.5,-7.3,1423,1423
2022-05-27 19:04:20,2386,35.19905,51.05479,4G,1423,381,43211,42221,23450885,4G,-91.5,-7.5,1423,1423
2022-05-27 19:04:23,2386,35.1994,51.05579,4G,1423,381,43211,42221,23450885,4G,-93.8,-7.8,1423,1423
2022-05-27 19:04:26,2386,35.19975,51.05674,4G,1423,381,43211,42221,23450885,4G,-94,-7.5,1423,1423
2022-05-27 19:04:29,2386,35.20009,51.05759,4G,1423,381,43211,42221,23450885,4G,-91.5,-7,1423,1423
2022-05-27 19:04:32,2386,35.20041,51.05841,4G,1423,381,43211,42221,23450885,4G,-90,-7.3,1423,1423
2022-05-27 19:04:35,2386,35.20074,51.0592,4G,1423,381,43211,42221,23450885,4G,-87.5,-7,1423,1423
2022-05-27 19:04:38,2386,35.20109,51.05998,4G,1423,381,43211,42221,23450885,4G,-85.8,-6.5,1423,1423
2022-05-27 19:04:41,2386,35.20146,51.06076,4G,1423,381,43211,42221,23450885,4G,-85.7,-6,1423,1423
2022-05-27 19:04:44,2386,35.20185,51.06156,4G,1423,381,43211,42221,23450885,4G,-83,-7,1423,1423
2022-05-27 19:04:47,2386,35.20225,51.06238,4G,1423,381,43211,42221,23450885,4G,-81.8,-6.4,1423,1423
2022-05-27 19:04:50,2386,35.20266,51.06321,4G,1423,381,43211,42221,23450885,4G,-80.3,-7.3,1423,1423
2022-05-27 19:04:53,2386,35.20309,51.06404,4G,1423,381,43211,42221,23450885,4G,-76.3,-6.8,1423,1423
2022-05-27 19:04:56,2386,35.20354,51.06488,4G,1423,381,43211,42221,23450885,4G,-77.3,-6.3,1423,1423
2022-05-27 19:04:59,2386,35.20401,51.06565,4G,1423,381,43211,42221,23450885,4G,-74.3,-6.5,1423,1423
2022-05-27 19:05:02,2386,35.20447,51.06641,4G,1423,381,43211,42221,23450885,4G,-74.8,-6,1423,1423
2022-05-27 19:05:05,2386,35.20495,51.06718,4G,1423,381,43211,42221,23450885,4G,-73.4,-6.8,1423,1423
